Restaurant ID,Restaurant Name,City,Address,Cuisines,Aggregate rating
2702,The Tea Lounge - Taj Palace Hotel,New Delhi,"Taj Palace Hotel, Diplomatic Enclave, Chanakyapuri, New Delhi",Cafe,4.0
9709,Bonitos - The Uppal,New Delhi,"The Uppal, NH-8, Near, Aerocity, New Delhi","Continental, Thai, Chinese, North Indian",3.2
312319,Bonitos Blu - The Uppal,New Delhi,"The Uppal, NH-8, Near, Aerocity, New Delhi","North Indian, Asian, Continental",3.0
311858,The Gourmet Shop - The Uppal,New Delhi,"The Uppal, Ground Floor, NH-8, Mahipalpur Extension, Aerocity, New Delhi",Bakery,3.0
131,Chopsticks,New Delhi,"The Village Restaurant Complex, Next to Sirifort Auditorium, Khel Gaon Marg, New Delhi","Chinese, Thai",3.6
313200,TabulaBeach Cafe,New Delhi,"The Village Restaurant Complex, Asiad Village, Khel Gaon Marg, New Delhi","European, American",3.8
18282047,Arriba - Mexican Grill & Tequileria,New Delhi,"The Village Restaurant Complex, Asiad Village, Khel Gaon Marg, New Delhi",Mexican,4.1
18459030,Chatori Gali,New Delhi,"Central Hall, Patiala House Court, Tilak Marg, New Delhi",Fast Food,0.0
302136,Aggarwal Sweet Center,New Delhi,"1A/13, West Zone, Ganesh Nagar, Tilak Nagar, New Delhi","Mithai, Street Food",2.9
301767,Aggarwal Sweets,New Delhi,"WZ-22A, Mukherjee Park, Chaukhandi Road, Tilak Nagar, New Delhi","Street Food, Desserts",2.7
302103,Alag Khana Khazana,New Delhi,"Guru Ram Das Marg, Tilak Nagar, New Delhi","North Indian, Mughlai",2.9
310273,Bhape Di Hatti,New Delhi,"Near Sanatan Dharam Mandir, Main Market, Tilak Nagar, New Delhi",North Indian,3.1
308868,Bhappe Di Hatti,New Delhi,"Main Market, Tilak Nagar, New Delhi",North Indian,3.1
18372667,Bhatura King,New Delhi,"Tilak Nagar, New Delhi",Street Food,2.9
310728,Bhukkadzz Point,New Delhi,"C-131, Ganesh Nagar, Tilak Nagar, New Delhi",Fast Food,3.0
8564,Bimbos,New Delhi,"Near MCD Park, Katyal Market, Ashok Nagar, Tilak Nagar, New Delhi","Chinese, Fast Food",3.1
305486,Brothers' Bakery,New Delhi,"A-31, Vishnu Garden, Khyala Road, Tilak Nagar, New Delhi","Fast Food, Bakery",2.9
18485858,Chaap Nation,New Delhi,"11/41B, Gurudwara Road, Tilak Nagar Market, Tilak Nagar, New Delhi","North Indian, Fast Food, Afghani",3.0
18204802,Dev Burger,New Delhi,"44/1, Totaram Ahuja Marg, Ashok Nagar, Tilak Nagar, New Delhi",Fast Food,2.9
310254,Green Chick Chop,New Delhi,"179, Mukherji Park, Vishnu Garden, Tilak Nagar, New Delhi","Raw Meats, North Indian, Fast Food",3.0
310272,Green Chick Chop,New Delhi,"A-132, Ganesh Nagar, Tilak Nagar, New Delhi","Raw Meats, North Indian, Fast Food",3.2
302089,Hum Sabki Rasoi,New Delhi,"S-1/68, Old Mahavir Nagar, Tilak Nagar, New Delhi",North Indian,3.3
18034071,Janki Vaishno Dhaba,New Delhi,"WZ 714, Tihar Village, Near Tilak Nagar Market, Government Girls Convent School, Tilak Nagar, New Delhi",North Indian,3.0
305785,Manmohan Food Plaza,New Delhi,"Shop 8, New Market, Tilak Nagar, New Delhi",Fast Food,2.6
18268710,Mr.Hunger,New Delhi,"24B/8, Mall Road, Tilak Nagar, New Delhi","Burger, Fast Food",3.0
308862,Neelma Punjabi Dhaba,New Delhi,"K-3, Mukaram Garden, Tilak Nagar, New Delhi",North Indian,2.9
308863,New Raj Kachori Bhandar,New Delhi,"2/17, Double Storey, Tilak Nagar, New Delhi",Street Food,3.4
304319,Punjabi Ninja,New Delhi,"Plot 5, Anmol Vatika, Tilak Nagar, New Delhi",North Indian,3.0
18198440,Radha Swami Cool Hut,New Delhi,"11/45 B, Gurudwara Rd, Block 11, Tilak Nagar, New Delhi","Beverages, Ice Cream",3.1
304161,Sagar Choley Bhatoorey,New Delhi,"Mukherji Park, Punjabi Market, Tilak Nagar, New Delhi",Street Food,3.2
18037798,Sehyog Alpahar,New Delhi,"Main Market, Tilak Nagar, New Delhi","South Indian, Chinese",3.2
310279,South Indian Hut,New Delhi,"21/24, Main Road, Near Central Hospital, Tilak Nagar, New Delhi","South Indian, Chinese",2.9
5964,Vijay Corner,New Delhi,"30, Double Story Ashok Nagar, Near Metro Station, Tilak Nagar, New Delhi","North Indian, Mughlai",3.0
18241496,Mithlesh Ande Wala,New Delhi,"Shop D-3, Fateh Nagar, Tilak Nagar, New Delhi",Street Food,3.5
309695,Roti N Boti,New Delhi,"15/16, Mangal Bazar, Tilak Nagar, New Delhi","North Indian, Fast Food, Mughlai",3.5
308905,Annapurna Caters,New Delhi,"17/30, Aashirwad Complex, Tilak Nagar, New Delhi",North Indian,0.0
18312644,Ashoka's Ice Zone,New Delhi,"11/47, Tilak Nagar, New Delhi","Ice Cream, Beverages",0.0
305238,Bikaner Sweets & Pastry Corner,New Delhi,"Guru Ramdas Marg, Krishna Park, Tilak Nagar, New Delhi","Mithai, Street Food",0.0
301917,Bikaner Sweets,New Delhi,"Near Khyala Road, Vishnu Garden, Tilak Nagar, New Delhi","Bakery, Mithai",0.0
18372314,Dee Pizza Hub,New Delhi,"WZ-139/F, Main Market, New Mahavir Nagar, Tilak Nagar, New Delhi",Pizza,0.0
313282,Flavors of London,New Delhi,"K-131/2, Mahavir Nagar, Krishna Park, Main Outer Ring Road, Tilak Nagar, New Delhi","Desserts, Ice Cream, Fast Food",0.0
18368025,Funduz Cafe,New Delhi,"WZ-188, Punjabi Market, Tilak Nagar, New Delhi",Fast Food,0.0
18089242,Giani,New Delhi,"G-4A, Main Kabuli Chowk, Tilak Nagar, New Delhi","Ice Cream, Desserts",0.0
304160,Grover Sweets Rajouri Wala,New Delhi,"Khyala Road, Vishnu Garden, Tilak Nagar, New Delhi","Mithai, Street Food",0.0
18037813,Guru Kripa Chicken Corner,New Delhi,"Near Metro Station, Tilak Nagar, New Delhi",North Indian,0.0
18487958,Health-O-Lic,New Delhi,"4A/2, Near Axis Bank, Main Najafgarh Road, Tilak Nagar, New Delh","Healthy Food, Juices",0.0
18368021,Himalya Chinese,New Delhi,"Shop 1, Plot 365, Chand Nagar, Tilak Nagar, New Delhi",Chinese,0.0
313137,KindBhutani's,New Delhi,"41, New Market, Tilak Nagar, New Delhi","South Indian, Fast Food, Chinese",0.0
305866,Mama Bhanja Corner,New Delhi,"Opposite Vijay Corner, Ashok Nagar, Near Metro Station, Tilak Nagar, New Delhi",North Indian,0.0
18431191,Mama Tao,New Delhi,"E-1, Main Khyala Raod, Tilak Nagar, New Delhi",Chinese,0.0
18037792,Manpasand Punjabi Zaika,New Delhi,"20 Block, Opposite Krishna Park, Gurudwara Road, Tilak Nagar, New Delhi",North Indian,0.0
18356794,Pal Restaurant,New Delhi,"Plot 6, Punjabi Market, Vishnu Nagar, Tilak Nagar, New Delhi","North Indian, Chinese",0.0
312040,Pizza Station,New Delhi,"WZ-23B, Part 1, Punjabi Market, Tilak Nagar, New Delhi",Fast Food,0.0
18460328,Punjabi Dhaba,New Delhi,"Shop BE-106A, Hari Nagar, Near Tilak Nagar, New Delhi",North Indian,0.0
18187733,Punjabi Virsa,New Delhi,"A-67, Shyam Nagar, Punjabi Market, Tilak Nagar, New Delhi","North Indian, Chinese, Mughlai",0.0
5961,Sahib Jhatka Chicken Shop,New Delhi,"29/4, Ashok Nagar, Near Metro Station, Tilak Nagar, New Delhi",North Indian,0.0
18431176,Salt & Peppers,New Delhi,"Shop 1, New Market, Main Market, Tilak Nagar, New Delhi",Chinese,0.0
18037796,Sethi Ice Cream Parlour,New Delhi,"Khyala Road, Vishnu Garden, Tilak Nagar, New Delhi","Desserts, Beverages",0.0
312853,Shah Ji Di Rasoi,New Delhi,"11/13, Tilak Nagar Main Market, Gurudwara Road, Tilak Nagar, New Delhi",Street Food,0.0
18469949,Shawarma Wala,New Delhi,"Tilak Nagar, New Delhi",Fast Food,0.0
18428721,Snazzy Delights,New Delhi,"J-8, Mukhram Garden, Near Raj Cinema, Tilak Nagar, New Delhi",Bakery,0.0
18203187,South Indian Hut,New Delhi,"M-49, New Mahavir Nagar, Tilak Nagar, New Delhi",South Indian,0.0
308900,T-2 Di Hatti,New Delhi,"24/10, Tilak Nagar, New Delhi",Street Food,0.0
18430577,The Second Wife Kitchen,New Delhi,"24/5, Mall Road, Tilak Nagar, New Delhi",North Indian,0.0
310286,Today Pizza,New Delhi,"E-1, Khyala Road, Vishnu Garden, Tilak Nagar, New Delhi",Fast Food,0.0
18246984,Turban Tadka,New Delhi,"WZ-139, B1/B, New Mahavir Nagar, Tilak Nagar, New Delhi","North Indian, Fast Food",0.0
312041,Wah Shah Ji Wah,New Delhi,"WZ-179, Mukherji Park, Punjabi Market Road, Tilak Nagar, New Delhi",North Indian,0.0
18429180,Wah Wah Chicken Corner,New Delhi,"93, DDA Market, Near Balmiki Mandir, Tilak Nagar, New Delhi",North Indian,0.0
304730,Brijwasi Sweet and Namkeen,New Delhi,"3/30, Subhash Market, Trilokpuri, New Delhi","Street Food, Mithai",0.0
5438,Khana Khazana,New Delhi,"TA 61, Main Road, Tughlakabad Institutional Area, New Delhi","North Indian, Mughlai, Chinese, Bakery",3.7
3383,Ahad Sons Restaurant,New Delhi,"3-A, Behind Mother Dairy, Uday Park, New Delhi",Kashmiri,3.4
4450,Jughead's Fast Food Corner,New Delhi,"1 & 3, Main Market, Uday Park, New Delhi","Chinese, Fast Food, North Indian",3.6
18254521,The Coffee Bond,New Delhi,"Shop 4, Uday Park Shopping Complex, Uday Park, New Delhi",Cafe,4.2
18352678,Wow! Momo,New Delhi,"Shop 1, Ground Floor, Unity One Mall, Janakpuri, New Delhi","Tibetan, Chinese",2.9
18263236,Domino's Pizza,New Delhi,"1st Floor, Unity One Mall, Janakpuri, New Delhi","Pizza, Fast Food",3.6
18277230,Haldiram's,New Delhi,"G-3, Unity One Mall, Janakpuri, New Delhi","Mithai, North Indian, South Indian",3.7
18350231,Keventers,New Delhi,"22, Ground Floor, Unity One Mall, Janakpuri, New Delhi",Beverages,3.8
18380171,Pat 'N' Harry,New Delhi,"Shop 3, Ground Floor, Unity One Mall, Janakpuri, New Delhi",American,2.3
18306543,"34, Chowringhee Lane",New Delhi,"Shop 2, Plot 57, Under Dwarka Mor Metro Station Pillar No 776, Sewak Park, Uttam Nagar, New Delhi",Fast Food,3.1
7297,Aggarwal Sweets,New Delhi,"A 93, Gurudwara Road, Mohan Garden, Near Metro Pillar 746, Uttam Nagar, New Delhi",Mithai,2.8
5774,Amritsari Dhaba,New Delhi,"Metro Pillar 782, Dwarka Mor, Uttam Nagar, New Delhi",North Indian,2.9
312172,Apna Swad,New Delhi,"Shop 5, Indra Park, East Uttam Nagar, Uttam Nagar, New Delhi","North Indian, Chinese, Fast Food",2.9
18168165,ATM Food Corner,New Delhi,"C-24A, Jeewan Park, Pankha Road, Uttam Nagar, New Delhi",North Indian,3.0
18449824,Burger House,New Delhi,"1/69, Sewak Park, Near Dwarka Mod, Uttam Nagar, New Delhi","Burger, Fast Food",2.8
5413,Cafe De Bienka,New Delhi,"RZ-35/36, Indra Park Extension, Near Hanuman Mandir, Uttam Nagar, New Delhi","Fast Food, Chinese",2.7
18285208,Chatkaara Point,New Delhi,"Shop AP-4, Commercial Complex, A Block, Bindapur, Uttam Nagar, New Delhi","Fast Food, Chinese",2.9
306185,Dharma Punjabi Dhaba,New Delhi,"J-7, Arya Samaj Road, Near MLA Office, Uttam Nagar, New Delhi",North Indian,2.7
312073,Domino's Pizza,New Delhi,"WZ-154, G-1 Block, Upper Ground Floor, Najafgarh Road, Uttam Nagar, New Delhi","Pizza, Fast Food",2.5
312054,Flavourz Factoree,New Delhi,"Shop 3, Plot 1, Block A, Gulab Bagh, Near Nawada Metro Station, Opposite Metro Pillar 733, Uttam Nagar, New Delhi","Fast Food, Chinese, Bakery",3.1
301912,Gabbar Chowmein,New Delhi,"Pipal Chowk Road, Som Bazaar Chowk, Mohan Garden, Uttam Nagar, New Delhi",Fast Food,3.0
18372661,Gayatri's Break Point Restaurant,New Delhi,"G-116/117, School Road, SDM Market, Mangal Bazaar Chowk, Uttam Nagar, New Delhi","North Indian, South Indian, Chinese, Fast Food",3.1
5499,Grover Sweets & Bakers,New Delhi,"Arya Samaj Road, Uttam Nagar, New Delhi","Street Food, Chinese, Mithai",3.3
302005,Khalsa Veg Corner,New Delhi,"A-27, Milap Nagar, Near Desu Office, Uttam Nagar, New Delhi","North Indian, Fast Food",3.1
306179,Lajawab Chinese Food,New Delhi,"A 1/28, Peepal Wala Road, Mohan Garden, Uttam Nagar, New Delhi","Chinese, North Indian, Fast Food",3.0
302057,Lajwab Bakery,New Delhi,"Mangal Bazaar Road, Uttam Nagar, New Delhi",Bakery,3.1
302729,Maharani Rasoi,New Delhi,"Near Mehfil, Dwarka Mod, Uttam Nagar, New Delhi",North Indian,3.0
313067,Natkhat Bakers,New Delhi,"A 65, Gurudwara Road, Mohan Garden, Uttam Nagar, New Delhi","Bakery, Fast Food",3.1
18133491,Pastry Palace,New Delhi,"WZ-175, Opposite Metro Pillar 667, Main Najafgarh Road, Uttam Nagar, New Delhi","Bakery, Street Food",3.2
18204464,Punjabi Tadka,New Delhi,"WZ-A1, Main Road, Opposite Pillor 659, Uttam Nagar, New Delhi","North Indian, Chinese",2.7
5412,Radha Swami Vaishno Dhaba,New Delhi,"C-23, Near Pali Factory, Uttam Nagar East, Uttam Nagar, New Delhi",North Indian,3.0
18358654,Scoops,New Delhi,"E-1, Bal Udyan Road, Uttam Nagar, New Delhi","Beverages, Fast Food",2.8
309167,Shah Bakery,New Delhi,"Arya Samaj Road, Uttam Nagar, New Delhi","Fast Food, Bakery",3.0
301903,Shahi Kachauri Wale,New Delhi,"Main Najafgarh Road, Dwarka Mod, Uttam Nagar, New Delhi",Street Food,2.8
302757,Shahi Kachauri,New Delhi,"Najafgarh Road, Uttam Nagar, New Delhi",Street Food,2.8
310625,Shri Bikaner Sweets,New Delhi,"F-2/30, Pipal Chowk, Mohan Garden, Uttam Nagar, New Delhi","Fast Food, South Indian, Chinese, Mithai",2.9
312171,Shri Krishna Vaishno Dhaba,New Delhi,"22-B, K Block, Palam Matiala Road, Raja Puri, Opposite Sector 4-5, Uttam Nagar, New Delhi",North Indian,3.0
9209,Shri Murli Wala,New Delhi,"B-5, Patel Garden, Near Metro Pillar 787, Dwarka Mor, Uttam Nagar, New Delhi","North Indian, South Indian, Chinese, Street Food",2.8
18291240,Shri Radha Ki Rasoi,New Delhi,"Plot 1, Mohan Bhagwati Complex, Uttam Nagar, New Delhi","North Indian, Chinese, South Indian",2.8
307946,Singh's Ice Cream Parlour,New Delhi,"A-1/28, Mohan Garden, Peepal Road, Opposite Sargam Sweets, Metro Pillar 754, Uttam Nagar, New Delhi","Ice Cream, Desserts, Fast Food",3.0
18203182,Swastik Restaurant,New Delhi,"GS-70, Sewak Park, Near Dwarka Mod, Uttam Nagar, New Delhi","Chinese, South Indian, North Indian",2.7
302047,Tanatan Corner,New Delhi,"Main Najafgarh Road, Uttam Nagar, New Delhi",North Indian,2.9
307140,Tasty Bite,New Delhi,"A-72/183, Gulab Bagh, Main Najafgarh Road, Uttam Nagar, New Delhi","North Indian, Chinese",2.8
302835,Aggarwal Jalebi Wale,New Delhi,"Opposite Avtaar Dhaba, Milap Nagar, Uttam Nagar, New Delhi",Street Food,0.0
9108,Aggarwal Sweets,New Delhi,"154, Kakrola Housing Complex, Dwarka Mod, Uttam Nagar, New Delhi","Mithai, Street Food, North Indian",0.0
9116,Arora Pastry Palace,New Delhi,"Dwarka Mod Metro Station, Pillar Number 781, Uttam Nagar, New Delhi","Bakery, Fast Food",0.0
18401212,Chinese Chatorey Xpress,New Delhi,"G-1/66 Dalmill Road, Uttam Nagar, New Delhi","Chinese, North Indian, Fast Food",0.0
18437128,Chocochill,New Delhi,"Vijay Vihar, Uttam Nagar, New Delhi",Desserts,0.0
18331594,Da Pizza Zone,New Delhi,"F-1/3, Mohan Garden, Pipal Wala Road, Uttam Nagar, New Delhi","Pizza, Fast Food",0.0
18381265,Food N Shakes,New Delhi,"E 23, Milap Nagar, Near Reliance Fresh, Uttam Nagar, New Delhi","Chinese, Fast Food",0.0
18312449,Green Chick Chop,New Delhi,"WZ-181, A block, Main Najafgarh Road, Metro Pillar 666, Uttam Nagar, New Delhi","Raw Meats, Fast Food",0.0
18372672,Grover Sweets,New Delhi,"A/7, Near Metro Pillar 652, Milap Nagar, Uttam Nagar, New Delhi","Street Food, Chinese",0.0
18363058,J V's Fried Chicken,New Delhi,"19 B, Sewak Park, Near Metro Pillor 771, Uttam Nagar, New Delhi",Fast Food,0.0
310581,Kamal Chat Bhandar,New Delhi,"Arya Samaj Road, Near Gurudwara, Uttam Nagar, New Delhi",Street Food,0.0
301914,Khalsa Chicken Corner,New Delhi,"Opposite Pillar 760, Main Najafgarh Road, Uttam Nagar, New Delhi","North Indian, Mughlai",0.0
5470,Lala Da Shudh Vaishno Dhaba,New Delhi,"Main Najafgarh Road, Opposite Metro Pillar 676, Uttam Nagar, New Delhi",North Indian,0.0
18358206,Madras Cafe,New Delhi,"K-9, Arya Samaj Road, Uttam Nagar, New Delhi",South Indian,0.0
17989106,New China Town,New Delhi,"B-44, Sewak Park, Dwarka Mod Metro Station, Uttam Nagar, New Delhi",Chinese,0.0
18419501,Pick & Carry,New Delhi,"K-1/85, Mohan Garden, Uttam Nagar, New Delhi",Fast Food,0.0
307950,Punjabi Chicken,New Delhi,"3, Bindapark, Near Police Station, Uttam Nagar, New Delhi",North Indian,0.0
18354634,Sandwiches 'N' More,New Delhi,"K-41, Bal Udyan Road, Uttam Nagar, New Delhi","Fast Food, Chinese",0.0
306180,Sapna Restaurant,New Delhi,"WZ 167 A, Arya Samaj Road, Uttam Nagar, New Delhi","North Indian, Chinese",0.0
301907,Sargam Sweets,New Delhi,"A 11, Mohan Garden, Near Metro Pillar 753, Peepal Wala Road, Uttam Nagar, New Delhi","Desserts, Street Food",0.0
18358165,Tandoori Theka,New Delhi,"C-8, Opposite Metro Pillar 717, Kiran Garden, Main Najafgarh Road, Uttam Nagar, New Delhi","Mughlai, North Indian",0.0
18372666,The Darjiling Delicious Chinese Food,New Delhi,"Shop 3, Plot 42-43, G Block, School Road, Uttam Nagar, New Delhi",Chinese,0.0
18499450,Veg Darbar - The Royal Taste,New Delhi,"Near Metro Pillar-682, Uttam Nagar West, New Delhi","North Indian, Chinese",0.0
18500618,Veg. Darbar,New Delhi,"Near Metro Pillar 682, Uttam Nagar West, Uttam Nagar, New Delhi","North Indian, Chinese",0.0
18014109,Wah Ji Wah,New Delhi,"WZ, 187-A, Main Road, Opposite  Metro Pillar 665, Uttam Nagar, New Delhi",North Indian,2.4
8257,Cafe Coffee Day,New Delhi,"12, Ground Floor, V3S Mall, Laxmi Nagar, New Delhi",Cafe,2.6
18291214,Chalte Firte Momos,New Delhi,"G-4, V3S Mall, Near Box Office, Laxmi Nagar, New Delhi","Fast Food, Chinese",2.6
1547,Chutneez Restaurant Lounge & Bar,New Delhi,"F-104, 1st Floor, Fun Cinema Building, V3S Mall, Laxmi Nagar, New Delhi","North Indian, Chinese, Mughlai",2.7
18219520,Domino's Pizza,New Delhi,"Ground Floor, Unit G-100-101, V3S Mall, Laxmi Nagar, New Delhi","Pizza, Fast Food",3.4
18378036,Fattoush,New Delhi,"G-103, V3S Mall, Laxmi Nagar, New Delhi",Lebanese,2.9
18311958,Keventers,New Delhi,"Shop G-3, V3S Mall, Plot 10, Laxmi Nagar, New Delhi",Beverages,3.3
8979,Kutty's South Indian Cafe,New Delhi,"V3S Mall, Laxmi Nagar, New Delhi",South Indian,3.4
8215,Mandrain,New Delhi,"Food Court, V3S Mall, Laxmi Nagar, New Delhi",Chinese,2.8
2009,Nazeer Foods,New Delhi,"G-18/19, V3S Mall, Laxmi Nagar, New Delhi","Mughlai, North Indian",3.4
6042,Nirula's Ice Cream,New Delhi,"G 5, Ground Floor, V3S Mall, Laxmi Nagar, New Delhi","Desserts, Ice Cream",3.0
308816,Punjabi Tadka,New Delhi,"Food Court, V3S Mall, Laxmi Nagar, New Delhi",North Indian,2.8
308785,Rocking Woods,New Delhi,"F-102, 1st Floor, V3S Mall, Laxmi Nagar, New Delhi","North Indian, Chinese, Fast Food",2.6
309769,Shawarma Wala,New Delhi,"G 6, Ground Floor, V3S Mall, Near Nirman Vihar Metro Station, Laxmi Nagar, New Delhi",Fast Food,2.5
3779,Subway,New Delhi,"G-111, Ground Floor, V3S Mall, Laxmi Nagar, New Delhi","American, Fast Food, Salad, Healthy Food",2.5
6127,The Yellow Chilli,New Delhi,"G-11, V3S Mall, Laxmi Nagar, New Delhi","North Indian, Mughlai",2.7
4982,The Yummy Chilli,New Delhi,"Food Court, V3S Mall, Laxmi Nagar, New Delhi","Mughlai, North Indian",2.9
4677,United Punjab,New Delhi,"G-41, V3S Mall, Laxmi Nagar, New Delhi","North Indian, Mughlai",2.5
8265,McDonald's,New Delhi,"Shop 98 & 107, Ground Floor, V3S East Central Mall, Plot  12, Laxmi Nagar, New Delhi","Fast Food, Burger",3.6
312352,Vintro,New Delhi,"G-110, Ground Floor, V3S Mall, Laxmi Nagar, New Delhi",Cafe,3.9
18285699,Wow! Momo,New Delhi,"V3S Mall, Laxmi Nagar, New Delhi","Tibetan, Chinese",3.5
304987,"34, Chowringhee Lane",New Delhi,"V 3 S Mall, Laxmi Nagar, New Delhi",Fast Food,2.3
305386,Kebab Xpress,New Delhi,"Shop G-2 & G-8, Ground Floor, Plot 10, V3S Mall, District Centre, Laxmi Nagar, New Delhi","North Indian, Mughlai",2.4
474,Moti Mahal Delux Tandoori Trail,New Delhi,"1st Floor, V3S Mall, Laxmi Nagar, New Delhi","North Indian, Mughlai",2.2
252,Pizza Hut,New Delhi,"V3S Mall, Laxmi Nagar, New Delhi","Italian, Pizza, Fast Food",2.4
5851,The Golden Dragon,New Delhi,"G-27/28, Ground Floor, V3S Mall, Laxmi Nagar, New Delhi","Chinese, Seafood, Japanese",2.4
404,Yo! China,New Delhi,"G-9, V3S Mall, Laxmi Nagar, New Delhi",Chinese,2.0
3072,Hawkers,New Delhi,"B-1, Vasant Kunj, New Delhi",Chinese,3.4
234,Nirula's,New Delhi,"B-10, DDA Market, Vasant Kunj, New Delhi","Fast Food, North Indian, Desserts, Ice Cream",3.0
308,Sagar Ratna,New Delhi,"Central Market, Masudpur, Vasant Kunj, New Delhi","South Indian, North Indian",2.8
311305,Tribe,New Delhi,"138/9, Aruna Asaf Ali Road, Vasant Kunj, New Delhi","Continental, Seafood, North Indian",3.3
1509,Angels in my Kitchen,New Delhi,"15, B-10 Market, Vasant Kunj, New Delhi","Bakery, Desserts, Fast Food",3.7
18089255,Beijing Street,New Delhi,"Outlet 22, Local Shopping Center, Sector D-4, Vasant Kunj, New Delhi","Chinese, Thai, Fast Food",3.8
18369756,Bun Intended,New Delhi,"Vasant Kunj, New Delhi","Burger, American, Fast Food",3.8
18416856,Captain Chang,New Delhi,"Vasant Kunj, New Delhi","Chinese, Thai",3.9
306554,Captain Grub,New Delhi,"Vasant Kunj, New Delhi","American, Fast Food",3.8
18287390,Clemency- The Restaurant & Cafe,New Delhi,"1249, Opposite Fortis Hospital, Aruna Asaf Ali Marg, Vasant Kunj, New Delhi","Continental, Italian, North Indian, Chinese, Lebanese",3.8
1060,Flaming Chilli Pepper,New Delhi,"1249, Aruna Asaf Ali Marg, Opposite Fortis Hospital, Vasant Kunj, New Delhi","Chinese, Italian, North Indian",3.8
306859,Hong Kong Express,New Delhi,"Shop 18-19, Sector B, Pocket 10, DDA Market, Vasant Kunj, New Delhi","Chinese, Thai",3.7
308621,Majeed's,New Delhi,"Shop 8 & 9, B-7, LSP, Vasant Kunj, New Delhi","Mughlai, North Indian",3.5
18218321,Majlis-e-Mughal,New Delhi,"1249, Opposite Fortis Hospital, Aruna Asaf Ali Marg, Vasant Kunj, New Delhi",Mughlai,3.5
18337788,Mickey's Kitchen,New Delhi,"Vasant Kunj, New Delhi","Continental, American, Italian",3.9
2778,Nanking,New Delhi,"C-6, Local Shopping Complex, Vasant Kunj, New Delhi","Chinese, Seafood",3.6
18292485,Nawab Dera,New Delhi,"B-98, Vasant Kunj Enclave, Vasant Kunj, New Delhi","North Indian, Mughlai, Biryani",3.8
18423898,The Cafe,New Delhi,"B8/9, Shop 9, DDA Market, Near GD Goenka School, Vasant Kunj, New Delhi",Cafe,3.8
308246,The Village Cafí©,New Delhi,"Shop 4, Plot 11, Behind Sanchit Medicos, Opposite Fortis Hospital, Aruna Asaf Ali road, Kishan Garh, Vasant Kunj, New Delhi","Cafe, American, Italian, North Indian, Chinese",3.7
18289277,Cookfresh,New Delhi,"Vasant Kunj, New Delhi",Asian,0.0
18264997,Cafe Connect,New Delhi,"Ground Floor, Adjacent To Ambience Towers Car Market, Chattarpur Road, Abdul Gaffar Khan Marg, Vasant Kunj, New Delhi","Cafe, Bakery",4.2
18144479,Happy Hakka,New Delhi,"28, Vasant Arcade, B7 Market, Vasant Kunj, New Delhi",Chinese,4.1
18431179,Indian Saffron Co.,New Delhi,"Vasant Kunj, New Delhi","North Indian, Mughlai",4.2
307032,DCK- Dana Choga's Kitchen,New Delhi,"Shop 40, Ground Floor, Vasant Square Mall, Vasant Kunj, New Delhi","North Indian, Mughlai",2.9
305243,Domino's Pizza,New Delhi,"GF 01, Ground Floor, Vasant Square Mall, Vasant Kunj, New Delhi","Pizza, Fast Food",2.8
9177,Sagar Ratna,New Delhi,"Ground Floor, Vasant Square Mall, Vasant Kunj, New Delhi","South Indian, North Indian",3.3
308697,Shree Bhagatram,New Delhi,"A-5, Ground Floor, Vasant Square Mall, Vasant Kunj, New Delhi","North Indian, Chinese, South Indian, Mithai",3.3
3507,Subway,New Delhi,"G-10/A, Ground Floor, Vasant Square Mall, Vasant Kunj, New Delhi","American, Fast Food, Salad, Healthy Food",2.5
18350121,Biryani Blues,New Delhi,"Shop 29, Ground Floor, Vasant Square Mall, Vasant Kunj, New Delhi","Biryani, Hyderabadi",3.9
311345,Kebab Gali,New Delhi,"G-39, Ground Floor, Vasant Square Mall, Vasant Kunj, New Delhi","North Indian, Mughlai, Biryani",3.9
1492,KFC,New Delhi,"Ground Floor, Vasant Square Mall, Vasant Kunj, New Delhi","American, Fast Food",3.6
310169,Tipu Sultan,New Delhi,"Shop 42, Ground Floor, Vasant Square Mall, Vasant Kunj, New Delhi","North Indian, Mughlai",3.7
312535,Angels in my Kitchen,New Delhi,"E Block Market, Poorvi Marg, Vasant Vihar, New Delhi","Bakery, Desserts, Fast Food",3.2
535,Barista,New Delhi,"55, Community Center, Vasant Vihar, New Delhi",Cafe,3.3
304281,Bengal Sweet Palace,New Delhi,"A Block Market, Vasant Vihar, New Delhi","Mithai, Street Food",3.3
7392,Bread'D Bites,New Delhi,"E-17, E Block Market, Vasant Vihar, New Delhi","Bakery, Desserts, Fast Food",3.1
2122,Chinese Hut,New Delhi,"PVR Complex, Vasant Vihar, New Delhi",Chinese,3.4
302438,Foodland by Orchid,New Delhi,"D 11, LSC, Vasant Vihar, New Delhi","North Indian, South Indian, Mughlai",2.9
309789,From The Kitchen of Mala Bindra,New Delhi,"2, 2nd Floor, Palam Marg, Rear Block, Vasant Vihar, New Delhi",Bakery,3.1
313412,Go Kylin,New Delhi,"24, Basant Lok Market, Vasant Vihar, New Delhi","Japanese, Chinese, Asian, Malaysian, Thai, Vietnamese",2.8
7360,Green Chick Chop,New Delhi,"E-16, Vasant Vihar, New Delhi","Raw Meats, North Indian, Fast Food",3.3
